id,column,annotation,noise_type
7400439237939563796.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The image contains two subjects, so it cannot be classified into a single shot scale category. However, if we were to consider each subject separately:

- The woman is in an MS (Medium Shot) as she is framed from the waist up.
- The man is also in an MS (Medium Shot) as he is also framed from the waist up.

If you need further analysis or have more questions about cinematography, feel free to ask!",Invalid label
7400439237939563796.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7400439237939563796.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1a_10_filler,"The top image is a Medium shot, as it shows the subject from the waist up and captures most of the frame. The bottom image is a Wide shot, as the subject is in full view with the background dominating them.",Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1b_10_filler,The top shot is a CU (Close-Up) as it shows the subject from the head up to the shoulders and takes up most of the frame. The bottom shot is an MFS (Medium Full Shot) as it shows the subject framed from the knees up with the background more prominent than in the close-up shot.,Invalid label
7400439237939563796.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7400439237939563796.mp4_scene_5,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7400439237939563796.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7400439237939563796.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7400439237939563796.mp4_scene_7,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7400439237939563796.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7400439237939563796.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7400439237939563796.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military attire, occupies most of the frame from head to shoulders.",Invalid label
7400439237939563796.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some elements of the setting but is not as prominent as the subject.",Invalid label
7397447925460241671.mp4_scene_1,shot_scale_vlm_1c_06,Close up.,Invalid label
7397447925460241671.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7397447925460241671.mp4_scene_2,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_2,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_2,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a crowd of people, is framed from the waist up and occupies most of the frame. The background includes elements such as vehicles and structures, but they are not the main focus.",Invalid label
7397447925460241671.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7397447925460241671.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7397447925460241671.mp4_scene_4,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_4,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_4,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_4,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, a person walking away from the camera, is framed from the waist up and occupies most of the frame. The background includes some people and buildings, but they are not as prominent as the main subject.",Invalid label
7397447925460241671.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a group of people and a landscape.)",Tuple format error
7397447925460241671.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7397447925460241671.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7397447925460241671.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an aerial view of clouds with text overlaying it. It does not have a clear subject or focus and shows only the setting or environment. However, without more context or visual elements, it is difficult to determine if this is an empty shot or if there is any other content that could classify it as a different shot scale.",Tuple format error
7397447925460241671.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Empty'.,Invalid label
7397447925460241671.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"".",Invalid label
7397447925460241671.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform holding a piece of paper, is fully visible from the waist up and takes up most of the frame. The background is less prominent than the subject.",Invalid label
7397447925460241671.mp4_scene_9,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_9,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_9,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_9,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which is the car on the road, is framed from the waist up and takes up most of the frame. The background includes the surrounding environment but does not dominate the scene.",Invalid label
7397447925460241671.mp4_scene_9,shot_scale_vlm_1c_09_tuple,"('Wide shot', 'The subject (a car) is visible in full with the background dominating the frame, indicating a wide shot.)",Tuple format error
7397447925460241671.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7397447925460241671.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in uniform holding a rolled-up document, is framed from the waist up and takes up most of the frame.",Invalid label
7397447925460241671.mp4_scene_12,shot_scale_vlm_1c_06,Uncertain.,Invalid label
7397447925460241671.mp4_scene_12,shot_scale_vlm_1c_07,Uncertain.,Invalid label
7397447925460241671.mp4_scene_12,shot_scale_vlm_1c_08,Uncertain.,Invalid label
7397447925460241671.mp4_scene_12,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be an empty shot with no discernible subject or focus, showing only the setting and environment. However, there are some blurred figures in the background that could potentially be subjects, making it difficult to classify the shot scale accurately.",Tuple format error
7397447925460241671.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (a person) is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7397447925460241671.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7397447925460241671.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7397447925460241671.mp4_scene_15,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_15,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7397447925460241671.mp4_scene_15,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject is framed from the waist up and takes up most of the frame, with the background showing people standing around and a wreath on the ground.')",Invalid label
7397447925460241671.mp4_scene_15,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of people standing and sitting around a memorial site, is framed from the waist up. The background includes the memorial site with a wreath and some individuals, but it does not dominate the frame as much as the subjects do.",Invalid label
7397447925460241671.mp4_scene_15,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be a medium shot as it captures the subjects from the waist up and includes some background details. However, the presence of text overlay makes it difficult to determine the exact shot scale with certainty.",Tuple format error
7397447925460241671.mp4_scene_15,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7397447925460241671.mp4_scene_16,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7396409314396687632.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7396409314396687632.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be very dark and lacks any discernible subject or focus, making it difficult to classify with certainty.",Tuple format error
7390029779774229781.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military gear) is framed from the waist up, and the background is visible but not as prominent as the subject.",Invalid label
7390029779774229781.mp4_scene_2,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7390029779774229781.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in a green military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7390029779774229781.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7390029779774229781.mp4_scene_4,shot_scale_vlm_1b_09_tuple,"('Empty', 'Motivation: The frame shows an outdoor setting with various objects and plants, but there is no discernible subject or focus within the shot.)",Tuple format error
7390029779774229781.mp4_scene_4,shot_scale_vlm_1c_06,Empty.,Invalid label
7390029779774229781.mp4_scene_4,shot_scale_vlm_1c_07,Empty.,Invalid label
7390029779774229781.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Empty'. It shows a setting with various objects and debris, but there is no discernible subject or focus. The background dominates the frame, indicating that it is not a close-up or focused on any particular element within the scene.",Invalid label
7390029779774229781.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in military uniform) occupies a significant portion of the frame from head to shoulders, with the background details being less prominent.",Invalid label
7390029779774229781.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes a partially visible room with debris, which provides context but does not dominate the scene.",Invalid label
7390029779774229781.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in military attire) is framed from the waist up, with the background showing a damaged building and debris.",Invalid label
7388968754849369361.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7388968754849369361.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in a military uniform) takes up most of the frame from head to shoulders, and the background is less prominent.",Invalid label
7388968754849369361.mp4_scene_4,shot_scale_vlm_1c_07,Wide shot.,Invalid label
7388968754849369361.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Wide shot"".",Invalid label
7388968754849369361.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7388968754849369361.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium close up'. The subject (the items on the table) takes up most of the frame from head to shoulders, and there are no other discernible subjects in the background.",Invalid label
7388968754849369361.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7388968754849369361.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7388968754849369361.mp4_scene_10,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which appears to be part of a vehicle and some surrounding environment, takes up most of the frame from the head up to the shoulders.",Invalid label
7388968754849369361.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the vehicle and its surroundings) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7388968754849369361.mp4_scene_11,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a CU (Close-Up). The subject, who appears to be a person, occupies most of the frame from head to shoulders.",Invalid label
7388968754849369361.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"".",Invalid label
7388968754849369361.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7388968754849369361.mp4_scene_13,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7388968754849369361.mp4_scene_13,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7388968754849369361.mp4_scene_13,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7388968754849369361.mp4_scene_13,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7388968754849369361.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7386685007823162642.mp4_scene_1,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7386685007823162642.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, Masha Michelson, is framed from the waist up and takes up most of the frame. The background includes some elements that provide context but are not the main focus.",Invalid label
7386685007823162642.mp4_scene_2,shot_scale_vlm_1c_09_tuple,"(Uncertain, Motivation: The image appears to be taken from inside a vehicle with a view of the outside environment through the windshield. It shows part of the interior and some external elements, but it's not clear if there is a discernible subject or focus within the frame.)",Tuple format error
7386685007823162642.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military gear) takes up most of the frame from head to shoulders, with minimal background visible.",Invalid label
7386685007823162642.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject (a person in military gear) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7386685007823162642.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Wide shot'.,Invalid label
7386685007823162642.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7385305519772175634.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) occupies most of the frame from head to shoulders, with minimal background detail.",Invalid label
7385305519772175634.mp4_scene_3,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject is framed from the waist up and takes up most of the frame, with the background showing the setting but not dominating it.')",Invalid label
7385305519772175634.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (people on a truck) is framed from the waist up, and they take up most of the frame.",Invalid label
7385305519772175634.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7385305519772175634.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7385305519772175634.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7385305519772175634.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7385305519772175634.mp4_scene_8,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_8,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_8,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale for this image is a Medium Shot (MS). The subject, which is the truck loaded with supplies, is framed from the waist up and takes up most of the frame.",Invalid label
7385305519772175634.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the truck loaded with supplies) is framed from the waist up, and it takes up most of the frame.",Invalid label
7385305519772175634.mp4_scene_9,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_9,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_9,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7385305519772175634.mp4_scene_9,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The truck, which is the main subject, is framed from the waist up.",Invalid label
7385305519772175634.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background is less prominent than in a wide shot but more so than in a close-up or medium close-up.",Invalid label
7385305519772175634.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7385305519772175634.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7378235135549902081.mp4_scene_1,shot_scale_vlm_1b_10_filler,"The image contains a person in the foreground with a wide shot (WS) of another person in the background, showing them from head to toe. Therefore, the shot scale for this image is:

- WS (Wide Shot)",Invalid label
7378235135549902081.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7378235135549902081.mp4_scene_3,shot_scale_vlm_1a_09_tuple,"('Uncertain', 'Uncertain')",Motivation too short
7378235135549902081.mp4_scene_3,shot_scale_vlm_1a_10_filler,"The image is a collage of four different shots, each with its own scale:

1. Top left: Medium full shot - The subject is framed from the knees up.
2. Top right: Wide shot - The background dominates the frame.
3. Bottom left: Close up - The subject takes up most of the frame from head to shoulders.
4. Bottom right: Close up - The subject takes up most of the frame from head to shoulders.

So, the image can be classified as a collage with various shot scales including Medium full shot, Wide shot, Close up, and Close up.",Invalid label
7378235135549902081.mp4_scene_3,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7378235135549902081.mp4_scene_3,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7378235135549902081.mp4_scene_3,shot_scale_vlm_1b_10_filler,"The image contains four different shots, each with a different shot scale:

1. The top left shot is an MS (Medium Shot) as the subject is framed from the waist up.
2. The top right shot is an MCU (Medium Close-Up) as the subject is framed from the head up to the shoulders and takes up most of the frame.
3. The bottom left shot is a CU (Close-Up) as the subject is framed from the head up to the shoulders and takes up most of the frame.
4. The bottom right shot is an MS (Medium Shot) as the subject is framed from the waist up.

Therefore, the image contains a mix of MS, MCU, and CU shots.",Invalid label
7378235135549902081.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium full shot'.,Invalid label
7378235135549902081.mp4_scene_4,shot_scale_vlm_1b_09_tuple,"('Medium Shot', 'The subject (person) is framed from the waist up and takes up most of the frame, with the car and its surroundings visible but not dominating the background.')",Invalid label
7378235135549902081.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is 'Medium shot'. The subject (the people in the car) are framed from the waist up, and they take up most of the frame.",Invalid label
7378235135549902081.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person) is framed from the waist up, and they take up most of the frame.",Invalid label
7378235135549902081.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person in a military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7377052376907189521.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7377052376907189521.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a group of people walking through an airport terminal, is framed from the waist up and occupies most of the frame. The background includes elements of the airport environment but is not as prominent as the subjects themselves.",Invalid label
7377052376907189521.mp4_scene_2,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7377052376907189521.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (a person in military uniform) is framed from the waist up, and the background includes a truck loaded with supplies, which provides context to the scene but does not dominate the frame.",Invalid label
7377052376907189521.mp4_scene_4,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which appears to be a person or group of people, occupies most of the frame from head to shoulders. The background includes some environmental details but does not dominate the scene.",Invalid label
7377052376907189521.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in a military uniform) is framed from the waist up, with the background showing a truck and some bags.",Invalid label
7377052376907189521.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person speaking to the camera, is framed from the waist up and takes up most of the frame.",Invalid label
7377052376907189521.mp4_scene_7,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_7,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_7,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_8,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7377052376907189521.mp4_scene_9,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_9,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_9,shot_scale_vlm_1b_10_filler,"The shot in the image can be classified as a ""Medium Shot"" (MS). The subject, which is the truck loaded with goods at the Erez Crossing, is framed from the waist up and takes up most of the frame. The background includes the surrounding environment but does not dominate the scene.",Invalid label
7377052376907189521.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the trucks and the warehouse) is framed from the waist up, with the background showing the surrounding environment but not dominating the frame.",Invalid label
7377052376907189521.mp4_scene_10,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (the bags) takes up most of the frame from head to shoulders, and the background is blurred.",Invalid label
7377052376907189521.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7377052376907189521.mp4_scene_12,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_12,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_12,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_12,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which appears to be a group of people descending from the sky, occupies most of the frame from head to shoulders.",Invalid label
7377052376907189521.mp4_scene_12,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7377052376907189521.mp4_scene_13,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_13,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_13,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7377052376907189521.mp4_scene_14,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Close up'.,Invalid label
7373301226915564816.mp4_scene_1,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7368117526204517633.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in a black shirt, takes up most of the frame from head to shoulders.",Invalid label
7368117526204517633.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7368117526204517633.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7368117526204517633.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7368117526204517633.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7368117526204517633.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background details.",Invalid label
7368117526204517633.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium shot'.,Invalid label
7368117526204517633.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7368117526204517633.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7368117526204517633.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7368117526204517633.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in a black shirt, is framed from the waist up and takes up most of the frame. The background is less prominent than in a wide shot or full shot.",Invalid label
7368117526204517633.mp4_scene_12,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7368117526204517633.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7368117526204517633.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in a black shirt, occupies most of the frame from head to shoulders.",Invalid label
7368117526204517633.mp4_scene_15,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7368117526204517633.mp4_scene_16,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7367840416835636496.mp4_scene_1,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7367840416835636496.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7367840416835636496.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7367840416835636496.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Invalid label
7367840416835636496.mp4_scene_4,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7367840416835636496.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7367840416835636496.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Invalid label
7367840416835636496.mp4_scene_6,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7367840416835636496.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person) is framed from the waist up, and they take up most of the frame.",Invalid label
7367840416835636496.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7367840416835636496.mp4_scene_9,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7367840416835636496.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is 'Medium close up'.,Invalid label
7367791048719961345.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
