id,url,from_dataset,start_frame,start_time,start_fps,end_frame,end_time,end_fps,scene_num,num_scenes_detected,total_video_frames,total_video_duration,face_locations_list,face_count,face_list,gender_list,m_count,f_count,spox_gender,shot_scale_vlm_1a_01,shot_scale_vlm_1a_02,shot_scale_vlm_1a_03,shot_scale_vlm_1a_04_tuple,shot_scale_vlm_1a_05_filler,shot_scale_vlm_1a_06,shot_scale_vlm_1a_07,shot_scale_vlm_1a_08,shot_scale_vlm_1a_09_tuple,shot_scale_vlm_1a_10_filler,shot_scale_vlm_1b_01,shot_scale_vlm_1b_02,shot_scale_vlm_1b_03,shot_scale_vlm_1b_04_tuple,shot_scale_vlm_1b_05_filler,shot_scale_vlm_1b_06,shot_scale_vlm_1b_07,shot_scale_vlm_1b_08,shot_scale_vlm_1b_09_tuple,shot_scale_vlm_1b_10_filler,shot_scale_vlm_1c_01,shot_scale_vlm_1c_02,shot_scale_vlm_1c_03,shot_scale_vlm_1c_04_tuple,shot_scale_vlm_1c_05_filler,shot_scale_vlm_1c_06,shot_scale_vlm_1c_07,shot_scale_vlm_1c_08,shot_scale_vlm_1c_09_tuple,shot_scale_vlm_1c_10_filler,shot_scale_classifier_1,shot_scale_classifier_2,shot_scale_classifier_3,setting_vlm_2a_01,setting_vlm_2b_01,setting_vlm_2c_01,location_vlm_01,location_vlm_02,location_vlm_03,combat_presence_vlm_01,combat_presence_vlm_02,combat_presence_vlm_03
7422934013553216775.mp4_scene_3,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,333,0 days 00:00:11.111000,29.97,492,0 days 00:00:16.416000,29.97,3,10,1867,0 days 00:01:02.296000,"[(167, 356, 322, 201)]",1,['face_9'],['F'],0,1,F,Close up,Medium close up,Close up,"('Medium full shot', 'The subject is framed from the knees up, capturing her upper body and face clearly while showing some background details.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and occupies most of the frame, with the background providing context but not dominating the scene.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on her upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with minimal background detail visible.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, indicating a medium close-up shot.')",Medium close up,Medium shot,Medium shot.,Medium shot,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with minimal background details visible.')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium full shot,Medium full shot,Medium full shot,outdoor interview,outdoor garden,outdoor military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_4,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,492,0 days 00:00:16.416000,29.97,652,0 days 00:00:21.755000,29.97,4,10,1867,0 days 00:01:02.296000,[],0,[],[],0,0,no_spox,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject is framed from the knees up, capturing their upper body and part of their lower body, which aligns with a medium full shot classification.')",Medium shot,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and takes up most of the frame, with the background providing context but not dominating the scene.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body.')",MCU,MCU,MCU,MCU,"('MCU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with the background showing a clear view of the environment and other people in the distance.')",MS,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject is framed from the knees up and appears to be the main focus against a background that includes other people and vehicles.')",Medium shot,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a clear focus on the person's upper body and face in motion against the background of the setting.')",Medium shot,Full shot,Full shot,Full shot,field party,field party,open field,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_5,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,652,0 days 00:00:21.755000,29.97,721,0 days 00:00:24.057000,29.97,5,10,1867,0 days 00:01:02.296000,[],0,[],[],0,0,no_spox,Wide shot,Wide shot,Wide shot,"('Wide shot', 'The subject (a person) and their surroundings are fully visible with the background dominating them; the subject appears small relative to the environment.')",Medium shot,Wide shot,Wide shot,Wide shot,"('Wide shot', 'The subject is visible from head to toe and the background is more prominent than in full shots, but less so than in wide shots.')",Medium shot,WS,WS,WS,"('WS', 'The shot shows two individuals from head to toe with significant background details such as buildings and vehicles, indicating it's a wide shot where the subject is fully visible but the environment plays a large role.')",WS,MFS,WS (Wide Shot),MCU,"('WS', 'The shot includes the subject from head to toe and captures the surrounding environment, making it a wide shot rather than a full shot or medium shot that would focus more on the subject itself without as much of the background included.')","The shot scale in this image is a Medium Shot (MS). The subject, which appears to be a person, is framed from the waist up and occupies a significant portion of the frame. The background includes elements of the environment but does not dominate the scene.",Wide shot,Wide shot,Wide shot,"('Wide shot', 'The subject (a person) and their surroundings are fully visible with the background dominating them; the person appears small relative to the environment.')",Medium shot,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject is framed from the knees up and occupies most of the frame, with the background showing a street scene outside the window.')","The shot scale of this still image is 'Medium shot'. The subject (a person) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Empty,Empty,Empty,urban street,urban street,urban street,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_6,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,721,0 days 00:00:24.057000,29.97,1080,0 days 00:00:36.036000,29.97,6,10,1867,0 days 00:01:02.296000,"[(184, 339, 339, 184)]",1,['face_9'],['F'],0,1,F,Medium close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, capturing her upper body and face clearly while showing some background details.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with the background less prominent than in wider shots.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with minimal background detail visible.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body and face.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, and the background is visible but not as prominent as the subject.",Medium full shot,Medium full shot,Medium full shot,outdoor setting,outdoor garden,outdoor military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_7,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,1080,0 days 00:00:36.036000,29.97,1168,0 days 00:00:38.972000,29.97,7,10,1867,0 days 00:01:02.296000,"[(167, 373, 322, 218)]",1,['face_9'],['F'],0,1,F,Medium close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, showing her upper body and face clearly but not fully visible from head to toe.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other significant objects or background details present.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with the background showing part of the setting but not dominating it.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some elements of the setting but does not dominate the scene.",Medium full shot,Medium full shot,Medium full shot,outdoor military base,outdoor garden,outdoor military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_8,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,1168,0 days 00:00:38.972000,29.97,1268,0 days 00:00:42.309000,29.97,8,10,1867,0 days 00:01:02.296000,"[(160, 386, 345, 201)]",1,['face_9'],['F'],0,1,F,Medium close up,Medium close up,Medium shot,"('Medium full shot', 'The subject is framed from the knees up, capturing her upper body and hands while seated outdoors.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and the background is less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with the background showing only partially due to the close-up shot.')",CU,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium shot,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes some elements of their surroundings but is not the main focus.",Medium full shot,Medium full shot,Medium full shot,outdoor military base,outdoor setting,outdoor military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_9,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,1268,0 days 00:00:42.309000,29.97,1511,0 days 00:00:50.417000,29.97,9,10,1867,0 days 00:01:02.296000,"[(180, 386, 366, 201)]",1,['face_9'],['F'],0,1,F,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame with only their head and shoulders visible, indicating this shot scale.')",Close up,Close up,Medium close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders, with minimal background detail visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with minimal background details visible.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Close up,Medium close up,Close up,"('Medium close up', 'The subject takes up most of the frame from head to shoulders, with a clear focus on their face and upper body.')","The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor military setting,outdoor courtyard,outdoor courtyard,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422934013553216775.mp4_scene_10,7422934013553216775,3d0ad485936bf3a6518f8633d15848b8,1511,0 days 00:00:50.417000,29.97,1867,0 days 00:01:02.296000,29.97,10,10,1867,0 days 00:01:02.296000,"[(168, 354, 297, 225)]",1,['face_9'],['F'],0,1,F,Medium close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, capturing her upper body and part of her lower body but not fully visible from head to toe.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium full shot', 'The subject is fully visible from head to toe with the background less prominent than in wider shots.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on her facial expression and upper body.')",MCU,CU,MCU,CU,"('CU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with the background being less prominent than in wider shots.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium close up,Medium shot.,Medium close up,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a clear focus on the person's facial expressions and upper body gestures.')","The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Medium full shot,Medium full shot,Medium full shot,outdoor military base,outdoor military base,military base,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_1,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,0,0 days 00:00:00,29.97,28,0 days 00:00:00.934000,29.97,1,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_10'],['F'],0,1,F,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame and their face and upper body are prominently featured.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and occupies most of the frame, with the background providing context but not dominating the scene.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background providing context but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Medium shot,Medium shot.,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body against the background of a stone wall.')","The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background is visible but not as prominent as the subject.",Medium shot,Medium shot,Medium shot,stone wall,stone wall,stone wall,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_2,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,28,0 days 00:00:00.934000,29.97,57,0 days 00:00:01.902000,29.97,2,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_11'],['F'],0,1,F,Medium close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, showing her upper body and part of her lower body, but not fully from head to toe.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and occupies most of the frame, with the background providing context but not dominating the scene.')",Medium shot,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,MCU,CU,CU,"('CU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with the background showing part of the room but not dominating the shot.')",MCU,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium shot,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Medium shot"". The subject, a person sitting in a chair, is framed from the waist up and takes up most of the frame. The background includes some elements of the setting but does not dominate the scene.",Medium shot,Medium shot,Medium shot,home video,kitchen interior,kitchen interior,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_3,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,57,0 days 00:00:01.902000,29.97,81,0 days 00:00:02.703000,29.97,3,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_13'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible, with their hands holding weapons in front of them. The background is blurred but shows foliage, indicating a focus on the person rather than the setting.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and occupies most of the frame, with the background providing context but not dominating the scene.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background slightly visible but not dominating the shot.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium close up,Medium close up,Medium shot,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background slightly visible but not dominating the scene.')","The shot scale of this still image is a ""Close up"". The subject (a person) is framed from the head up to the shoulders and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor forest,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_4,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,81,0 days 00:00:02.703000,29.97,103,0 days 00:00:03.437000,29.97,4,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_15'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame and their face and upper body are clearly visible.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders, with minimal background details visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject fills most of the frame from head to shoulders, with no other significant objects or background details visible.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame, focusing on their upper body.')",Medium close up,Close up,Close up,Medium shot,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background blurred and not distracting from the main focus on the person's face and upper body.')","The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, occupies most of the frame from head to shoulders.",Medium full shot,Medium full shot,Medium full shot,outdoor,outdoor building,military base,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_5,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,103,0 days 00:00:03.437000,29.97,133,0 days 00:00:04.438000,29.97,5,23,3069,0 days 00:01:42.402000,"[(167, 390, 390, 167)]",1,['face_16'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame and their head and shoulders are fully visible.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and is the main focus of the shot, with minimal background detail visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with minimal background detail visible.')",CU,Medium close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot.,Medium shot,Medium shot.,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background slightly visible but not dominating the scene.')","The shot scale of this still image is a Close up. The subject, a man in a black shirt, occupies most of the frame from head to shoulders, with the background showing some elements but not dominating the scene.",Medium shot,Medium shot,Medium shot,outdoor market,outdoor market,outdoor market,Indoor,Outdoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_6,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,133,0 days 00:00:04.438000,29.97,355,0 days 00:00:11.845000,29.97,6,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_10'],['F'],0,1,F,Close up,Close up,Close up,"('Close up', ""The subject fills most of the frame and their face and upper body are prominently featured."")",Close up,Close up,Close up,Close up,"('Full shot', 'The subject is fully visible from head to toe with the background less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on her upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background being less prominent than in wider shots.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame.",Medium shot,Medium shot,Medium shot,military setting,stone wall,military base,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_7,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,355,0 days 00:00:11.845000,29.97,476,0 days 00:00:15.883000,29.97,7,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_11'],['F'],0,1,F,Medium close up,Medium close up,Medium close up,"('Medium full shot', 'The subject is framed from the knees up, capturing her upper body and face clearly while showing part of the background setting.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and occupies most of the frame, with the background less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on her upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject takes up most of the frame from head to shoulders, with no other significant objects or background details visible.')",MCU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Medium shot"". The subject, a person sitting in a chair, is framed from the waist up and takes up most of the frame. The background includes some elements of the setting but is not the main focus.",Medium full shot,Medium full shot,Medium full shot,kitchen,kitchen interior,kitchen interior,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_8,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,476,0 days 00:00:15.883000,29.97,693,0 days 00:00:23.123000,29.97,8,23,3069,0 days 00:01:42.402000,"[(201, 366, 387, 180)]",1,['face_13'],['M'],1,0,M,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject's face and upper body are fully visible, with their hands and part of their torso shown, indicating this is a medium close-up shot.')",Medium close up,Medium close up,Close up,Medium close up,"('Full shot', 'The subject is fully visible from head to toe with the background less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with the background blurred and not distracting from the main focus on the person's face and upper body.')",MCU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium close up,Medium shot,Medium shot,"('Medium close up', 'The subject occupies most of the frame from head to shoulders, with the background slightly blurred and less prominent than the subject.')",The shot scale of this still image is a Close up.,Medium shot,Medium shot,Medium shot,outdoor,outdoor forest,outdoor forest,Outdoor,Outdoor,Outdoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_9,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,693,0 days 00:00:23.123000,29.97,904,0 days 00:00:30.163000,29.97,9,23,3069,0 days 00:01:42.402000,"[(222, 386, 407, 201)]",1,['face_15'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame and focuses on their upper body, indicating they are framed from head to shoulders.')",Close up,Medium shot,Medium shot,Medium shot,"('Close up', 'The subject is framed from the head up and takes up most of the frame, with the background being relatively blurred and less prominent than the subject.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with no other significant objects or background details visible.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on the person's face and upper body.')","The shot scale of this still image is a ""Close up"". The subject, a person in military uniform, is framed from the head up to the shoulders and takes up most of the frame.",Medium shot,Medium shot,Medium shot,outdoor interview,outdoor setting,military base,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_10,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,904,0 days 00:00:30.163000,29.97,961,0 days 00:00:32.065000,29.97,10,23,3069,0 days 00:01:42.402000,"[(167, 464, 390, 241)]",1,['face_16'],['M'],1,0,M,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame and their face and upper body are clearly visible.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders and there are no other discernible subjects or background details.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body expression.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with no other significant elements in the background.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the head up and takes up most of the frame, with a clear focus on their face and upper body.')","The shot scale of this still image is ""Close up"".",Medium shot,Medium shot,Medium shot,outdoor market,outdoor market,outdoor market,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_11,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,961,0 days 00:00:32.065000,29.97,1269,0 days 00:00:42.342000,29.97,11,23,3069,0 days 00:01:42.402000,"[(167, 464, 390, 241)]",1,['face_16'],['M'],1,0,M,Close up,Medium close up,Close up,"('Medium full shot', 'The subject is framed from the knees up, capturing their upper body and face while excluding most of their lower body.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Full shot', 'The subject is fully visible from head to toe and takes up most of the frame, with the background less prominent than in wide shots.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with no other significant objects or background details visible.')",CU,Medium close up,Medium close up,Medium close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Medium close up,Medium shot,Medium shot,Medium shot,"('Medium close up', 'The subject is framed from the head up to the shoulders and takes up most of the frame, with a clear focus on the person's face and upper body')","The shot scale of this still image is ""Medium shot"".",Medium shot,Medium shot,Medium shot,outdoor cafe,outdoor cafe,outdoor playground,Outdoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
7422680433990569234.mp4_scene_12,7422680433990569234,3d0ad485936bf3a6518f8633d15848b8,1269,0 days 00:00:42.342000,29.97,1500,0 days 00:00:50.050000,29.97,12,23,3069,0 days 00:01:42.402000,"[(201, 386, 387, 201)]",1,['face_10'],['F'],0,1,F,Close up,Close up,Close up,"('Close up', 'The subject fills most of the frame and focuses on their upper body, indicating a close-up shot.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject occupies most of the frame from head to shoulders, with no other discernible subjects or background details visible.')",Close up,MCU,MCU,MCU,"('MCU', 'The subject is framed from chest up and takes up most of the frame, focusing on their upper body and face.')",MCU,CU,CU,CU,"('CU', 'The subject occupies most of the frame from head to shoulders, with no other significant objects or background details visible.')",CU,Close up,Close up,Close up,"('Medium close up', 'The subject is framed from the chest up and takes up most of the frame.')",Close up,Close up,Close up,Close up,"('Close up', 'The subject takes up most of the frame from head to shoulders, with no other discernible subjects or background details visible.')",The shot scale of this still image is a Close Up.,Medium shot,Medium shot,Medium shot,stone wall,stone wall,military base,Indoor,Indoor,Indoor,Non-combat,Non-combat,Non-combat
