id,spox_gender_m,location_m,combat_presence_m,shot_scale_m,selfie_m
7302786045517630721.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_4,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7302786045517630721.mp4_scene_5,M,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_6,no_spox,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_8,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7302786045517630721.mp4_scene_9,M,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_10,no_spox,Outdoor,Non-combat,Medium full shot,Non-selfie
7302786045517630721.mp4_scene_11,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7302786045517630721.mp4_scene_12,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7302786045517630721.mp4_scene_13,M,Outdoor,Non-combat,Medium shot,Non-selfie
7302786045517630721.mp4_scene_14,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7302839195809189121.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7302839195809189121.mp4_scene_2,F,Indoor,Non-combat,Medium shot,Non-selfie
7302839195809189121.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7302839195809189121.mp4_scene_4,F,Indoor,Non-combat,Medium shot,Non-selfie
7302839195809189121.mp4_scene_5,F,Indoor,Non-combat,Medium shot,Non-selfie
7302839195809189121.mp4_scene_6,no_spox,Graphics,Graphics,Empty,Non-selfie
7303142438921702658.mp4_scene_1,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_2,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_3,F,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_4,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_5,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_6,F,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_7,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_8,F,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_9,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_10,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_11,F,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_12,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_13,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_14,M,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_15,F,Outdoor,Non-combat,Medium close up,Non-selfie
7303142438921702658.mp4_scene_16,no_spox,Graphics,Graphics,Empty,Non-selfie
7303238806273068290.mp4_scene_1,F,Indoor,Combat,Close up,Non-selfie
7303238806273068290.mp4_scene_2,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_3,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_4,F,Indoor,Combat,Medium close up,Non-selfie
7303238806273068290.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_7,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_8,F,Indoor,Combat,Medium close up,Non-selfie
7303238806273068290.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7303238806273068290.mp4_scene_10,F,Indoor,Combat,Medium close up,Non-selfie
7303317684148555009.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7304352246119025922.mp4_scene_1,F,Outdoor,Combat,Medium close up,Selfie
7304352246119025922.mp4_scene_2,F,Outdoor,Combat,Full shot,Non-selfie
7304352246119025922.mp4_scene_3,F,Indoor,Combat,Medium close up,Selfie
7304352246119025922.mp4_scene_4,no_spox,Indoor,Non-combat,Empty,Non-selfie
7304459465414298882.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7304459465414298882.mp4_scene_2,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7304459465414298882.mp4_scene_3,M,Indoor,Non-combat,Medium shot,Non-selfie
7304459465414298882.mp4_scene_4,no_spox,Indoor,Non-combat,Empty,Non-selfie
7304459465414298882.mp4_scene_5,M,Indoor,Non-combat,Medium shot,Non-selfie
7304459465414298882.mp4_scene_6,no_spox,Indoor,Combat,Empty,Non-selfie
7304459465414298882.mp4_scene_7,M,Indoor,Non-combat,Medium shot,Non-selfie
7304459465414298882.mp4_scene_8,M,Indoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_1,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_2,no_spox,Graphics,Graphics,Empty,Non-selfie
7304579698502192386.mp4_scene_3,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_4,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_5,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_6,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_7,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_8,no_spox,Outdoor,Non-combat,Wide shot,Non-selfie
7304579698502192386.mp4_scene_9,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7304579698502192386.mp4_scene_10,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_12,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_13,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_14,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_15,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_16,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_17,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_18,no_spox,Graphics,Graphics,Empty,Non-selfie
7304579698502192386.mp4_scene_19,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_20,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_21,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_22,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_23,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_24,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_25,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7304579698502192386.mp4_scene_26,no_spox,Outdoor,Combat,Full shot,Non-selfie
7304579698502192386.mp4_scene_27,no_spox,Outdoor,Combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_28,no_spox,Outdoor,Combat,Medium shot,Non-selfie
7304579698502192386.mp4_scene_29,no_spox,Outdoor,Combat,Empty,Non-selfie
7304579698502192386.mp4_scene_30,M,Outdoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_2,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_4,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_5,no_spox,Indoor,Combat,Full shot,Non-selfie
7304841271166766337.mp4_scene_6,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_7,no_spox,Outdoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_8,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_10,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_11,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_12,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_13,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_14,no_spox,Indoor,Combat,Empty,Non-selfie
7304841271166766337.mp4_scene_15,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_16,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_17,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7304841271166766337.mp4_scene_18,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7304841271166766337.mp4_scene_19,F,Indoor,Non-combat,Medium shot,Non-selfie
7304841271166766337.mp4_scene_20,no_spox,Graphics,Graphics,Empty,Non-selfie
7305410057498348801.mp4_scene_1,F,Outdoor,Non-combat,Medium shot,Non-selfie
7305410057498348801.mp4_scene_2,F,Outdoor,Non-combat,Medium shot,Non-selfie
7305410057498348801.mp4_scene_3,F,Outdoor,Non-combat,Medium shot,Non-selfie
7305410057498348801.mp4_scene_4,F,Outdoor,Non-combat,Medium shot,Non-selfie
7305410057498348801.mp4_scene_5,F,Outdoor,Non-combat,Medium shot,Non-selfie
7305410057498348801.mp4_scene_6,F,Indoor,Non-combat,Medium close up,Non-selfie
7305410057498348801.mp4_scene_7,no_spox,Graphics,Graphics,Empty,Non-selfie
7306294663550455041.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7306294663550455041.mp4_scene_2,no_spox,Indoor,Non-combat,Medium close up,Non-selfie
7306294663550455041.mp4_scene_3,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_1,M,Indoor,Non-combat,Medium full shot,Non-selfie
7306499887598767361.mp4_scene_2,no_spox,Indoor,Non-combat,Full shot,Non-selfie
7306499887598767361.mp4_scene_3,no_spox,Indoor,Non-combat,Full shot,Non-selfie
7306499887598767361.mp4_scene_4,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_5,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_6,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_7,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_8,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_9,M,Indoor,Non-combat,Medium full shot,Non-selfie
7306499887598767361.mp4_scene_10,M,Indoor,Non-combat,Medium full shot,Non-selfie
7306499887598767361.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7306499887598767361.mp4_scene_12,M,Indoor,Non-combat,Medium shot,Non-selfie
7306872398215777537.mp4_scene_1,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_2,no_spox,Outdoor,Non-combat,Medium shot,Non-selfie
7306872398215777537.mp4_scene_3,no_spox,Outdoor,Non-combat,Medium full shot,Non-selfie
7306872398215777537.mp4_scene_4,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7306872398215777537.mp4_scene_5,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_6,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7306872398215777537.mp4_scene_7,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_8,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_9,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_10,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7306872398215777537.mp4_scene_12,no_spox,Outdoor,Combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_13,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_14,no_spox,Indoor,Combat,Empty,Non-selfie
7306872398215777537.mp4_scene_15,no_spox,Indoor,Non-combat,Wide shot,Non-selfie
7306872398215777537.mp4_scene_16,no_spox,Outdoor,Combat,Empty,Non-selfie
7306872398215777537.mp4_scene_17,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_18,no_spox,Outdoor,Combat,Empty,Non-selfie
7306872398215777537.mp4_scene_19,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_20,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7306872398215777537.mp4_scene_21,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7306872398215777537.mp4_scene_22,M,Outdoor,Non-combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_23,no_spox,Indoor,Non-combat,Medium shot,Non-selfie
7306872398215777537.mp4_scene_24,no_spox,Outdoor,Combat,Medium close up,Non-selfie
7306872398215777537.mp4_scene_25,M,Outdoor,Non-combat,Medium close up,Non-selfie
7307624697146068225.mp4_scene_1,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_2,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_3,no_spox,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_4,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_5,no_spox,Indoor,Combat,Close up,Selfie
7307624697146068225.mp4_scene_6,M,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_7,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_8,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_9,no_spox,Outdoor,Combat,Medium close up,Non-selfie
7307624697146068225.mp4_scene_10,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_11,no_spox,Graphics,Graphics,Empty,Non-selfie
7307624697146068225.mp4_scene_12,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_13,no_spox,Outdoor,Combat,Empty,Non-selfie
7307624697146068225.mp4_scene_14,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_15,no_spox,Outdoor,Combat,Medium close up,Selfie
7307624697146068225.mp4_scene_16,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_17,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_18,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_19,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_20,no_spox,Graphics,Graphics,Empty,Non-selfie
7307624697146068225.mp4_scene_21,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_22,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_23,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_24,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_25,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_26,no_spox,Indoor,Combat,Medium close up,Non-selfie
7307624697146068225.mp4_scene_27,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_28,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_29,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_30,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_31,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_32,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_33,M,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_34,M,Outdoor,Combat,Medium close up,Non-selfie
7307624697146068225.mp4_scene_35,M,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_36,no_spox,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_37,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_38,M,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_39,M,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_40,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_41,M,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_42,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_43,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_44,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_45,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_46,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_47,M,Outdoor,Combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_48,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_49,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_50,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_51,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_52,no_spox,Graphics,Graphics,Empty,Non-selfie
7307624697146068225.mp4_scene_53,M,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_54,no_spox,Outdoor,Combat,Full shot,Non-selfie
7307624697146068225.mp4_scene_55,M,Outdoor,Combat,Wide shot,Non-selfie
7307624697146068225.mp4_scene_56,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_57,no_spox,Indoor,Non-combat,Medium shot,Non-selfie
7307624697146068225.mp4_scene_58,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_59,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_60,M,Outdoor,Combat,Medium close up,Non-selfie
7307624697146068225.mp4_scene_61,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_62,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_63,M,Outdoor,Combat,Medium full shot,Non-selfie
7307624697146068225.mp4_scene_64,M,Outdoor,Combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_1,no_spox,Graphics,Graphics,Empty,Non-selfie
7309917666364493057.mp4_scene_2,no_spox,Graphics,Graphics,Empty,Non-selfie
7309917666364493057.mp4_scene_3,F,Indoor,Non-combat,Medium close up,Non-selfie
7309917666364493057.mp4_scene_4,no_spox,Outdoor,Non-combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_5,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7309917666364493057.mp4_scene_6,no_spox,Graphics,Graphics,Close up,Non-selfie
7309917666364493057.mp4_scene_7,no_spox,Graphics,Graphics,Close up,Non-selfie
7309917666364493057.mp4_scene_8,no_spox,Indoor,Non-combat,Medium close up,Non-selfie
7309917666364493057.mp4_scene_9,no_spox,Graphics,Graphics,Empty,Non-selfie
7309917666364493057.mp4_scene_10,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_11,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_12,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7309917666364493057.mp4_scene_13,no_spox,Outdoor,Combat,Empty,Non-selfie
7309917666364493057.mp4_scene_14,F,Indoor,Non-combat,Medium shot,Non-selfie
7309917666364493057.mp4_scene_15,no_spox,Outdoor,Combat,Empty,Non-selfie
7309917666364493057.mp4_scene_16,no_spox,Outdoor,Non-combat,Medium shot,Non-selfie
7309917666364493057.mp4_scene_17,F,Indoor,Non-combat,Medium shot,Non-selfie
7309917666364493057.mp4_scene_18,no_spox,Indoor,Non-combat,Wide shot,Non-selfie
7309917666364493057.mp4_scene_19,F,Indoor,Non-combat,Medium shot,Non-selfie
7309917666364493057.mp4_scene_20,no_spox,Indoor,Non-combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_21,no_spox,Indoor,Non-combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_22,no_spox,Indoor,Non-combat,Medium full shot,Non-selfie
7309917666364493057.mp4_scene_23,F,Indoor,Non-combat,Medium shot,Non-selfie
7309917666364493057.mp4_scene_24,F,Indoor,Non-combat,Medium close up,Non-selfie
7309917666364493057.mp4_scene_25,no_spox,Graphics,Graphics,Empty,Non-selfie
7311325442626047233.mp4_scene_1,M,Indoor,Non-combat,Medium shot,Non-selfie
7312113109848575234.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7312113109848575234.mp4_scene_2,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_3,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_4,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_5,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_6,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_7,F,Indoor,Non-combat,Medium shot,Non-selfie
7312113109848575234.mp4_scene_8,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_9,no_spox,Graphics,Graphics,Empty,Non-selfie
7312113109848575234.mp4_scene_10,no_spox,Indoor,Non-combat,Empty,Non-selfie
7312113109848575234.mp4_scene_11,no_spox,Graphics,Graphics,Empty,Non-selfie
7312113109848575234.mp4_scene_12,F,Indoor,Non-combat,Medium shot,Non-selfie
7313921434873629953.mp4_scene_1,F,Outdoor,Combat,Medium close up,Selfie
7313921434873629953.mp4_scene_2,F,Indoor,Combat,Medium close up,Selfie
7313921434873629953.mp4_scene_3,F,Indoor,Combat,Medium close up,Selfie
7313921434873629953.mp4_scene_4,F,Outdoor,Combat,Medium close up,Selfie
7313921434873629953.mp4_scene_5,no_spox,Indoor,Combat,Empty,Non-selfie
7313921434873629953.mp4_scene_6,F,Indoor,Combat,Medium close up,Selfie
7314381277094743298.mp4_scene_1,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_2,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_3,M,Indoor,Non-combat,Close up,Non-selfie
7314381277094743298.mp4_scene_4,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_5,M,Indoor,Non-combat,Medium close up,Non-selfie
7314381277094743298.mp4_scene_6,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_7,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7314381277094743298.mp4_scene_8,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_9,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_10,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_11,M,Indoor,Non-combat,Medium shot,Non-selfie
7314381277094743298.mp4_scene_12,no_spox,Indoor,Non-combat,Empty,Non-selfie
7314381277094743298.mp4_scene_13,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_14,no_spox,Indoor,Non-combat,Close up,Non-selfie
7314381277094743298.mp4_scene_15,no_spox,Indoor,Non-combat,Close up,Non-selfie
7314381277094743298.mp4_scene_16,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_17,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_18,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_19,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_20,no_spox,Indoor,Non-combat,Full shot,Non-selfie
7314381277094743298.mp4_scene_21,no_spox,Outdoor,Non-combat,Medium shot,Non-selfie
7314381277094743298.mp4_scene_22,no_spox,Graphics,Graphics,Medium close up,Non-selfie
7314381277094743298.mp4_scene_23,M,Indoor,Non-combat,Medium full shot,Non-selfie
7314381277094743298.mp4_scene_24,M,Indoor,Non-combat,Medium close up,Non-selfie
7314381277094743298.mp4_scene_25,M,Indoor,Non-combat,Close up,Non-selfie
7314608725224967425.mp4_scene_1,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_2,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7314608725224967425.mp4_scene_3,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_4,no_spox,Indoor,Combat,Empty,Non-selfie
7314608725224967425.mp4_scene_5,no_spox,Indoor,Combat,Empty,Non-selfie
7314608725224967425.mp4_scene_6,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_7,no_spox,Indoor,Combat,Wide shot,Non-selfie
7314608725224967425.mp4_scene_8,no_spox,Indoor,Non-combat,Wide shot,Non-selfie
7314608725224967425.mp4_scene_9,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_10,no_spox,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_11,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_12,no_spox,Indoor,Non-combat,Medium full shot,Non-selfie
7314608725224967425.mp4_scene_13,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_14,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7314608725224967425.mp4_scene_15,no_spox,Indoor,Combat,Wide shot,Non-selfie
7314608725224967425.mp4_scene_16,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7314608725224967425.mp4_scene_17,no_spox,Outdoor,Combat,Empty,Non-selfie
7314608725224967425.mp4_scene_18,no_spox,Indoor,Combat,Empty,Non-selfie
7314608725224967425.mp4_scene_19,F,Indoor,Non-combat,Medium shot,Non-selfie
7314608725224967425.mp4_scene_20,no_spox,Indoor,Combat,Empty,Non-selfie
7314608725224967425.mp4_scene_21,no_spox,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_1,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_2,no_spox,Outdoor,Combat,Medium full shot,Non-selfie
7315022331728989442.mp4_scene_3,no_spox,Outdoor,Combat,Wide shot,Non-selfie
7315022331728989442.mp4_scene_4,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_5,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_6,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_7,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_8,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_9,no_spox,Outdoor,Combat,Empty,Non-selfie
7315022331728989442.mp4_scene_10,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_11,no_spox,Outdoor,Combat,Empty,Non-selfie
7315022331728989442.mp4_scene_12,M,Outdoor,Non-combat,Empty,Non-selfie
7315022331728989442.mp4_scene_13,no_spox,Outdoor,Combat,Empty,Non-selfie
